id,date
TRABEBP12903C9BA03,1990-09
TRABEEJ12903C9748C,1988
TRABEIF128F4280C79,2004-01-28
TRABEIU128F4266CC2,1995
TRABEJF128F930EAD8,2006
TRABFSY128F42866CE,2006-01-06
TRABFUN128F1456BAC,1991
TRABFWG128F92EA530,2017-01-22
TRABFWK128F9322F59,2000-07-10
TRABFWY128F4273ADC,2009
TRABFZX128F4241355,2006
TRABGIN128F14B0238,2006-02-21
TRABGLK128F9338730,2008
TRABGLR12903CEEFEA,1995-10-17
TRABGMB12903CF50FE,2007-11-16
TRABGMC12903CFA8C5,1997
TRABHAT128F1464F13,1995-10-24
TRABHBA128F424CF80,2009-08-27
TRABHBA128F425CEC5,1994
TRABIDU12903CE95D9,2012-10-19
TRABIPA128F1458F79,2001-10-15
TRABIRM128F92CA303,2008-05-13
TRABISN12903D0A0E0,1994
TRABITQ12903CAC6A8,2014-05-05
TRABIVC128F934B524,2016-07-15
TRABJWR128EF349A3C,2004
TRABJYG128F92EB8DC,2008-11-11
TRABKAR12903CF6A60,2010-06-09
TRABLKI128F4293C9B,2005-02-05
TRABLLC128F427F42F,2005-03-28
TRABLLK128F428FFAF,2019-02-08
TRABLMN128E0792687,2014-03-10
TRABLMR128F9329D40,1995-06-01
TRABLOG128F933A4C1,1996-12-05
TRABLQE128F92E5E75,2008-04-08
TRABMPO12903CA4BDC,1993
TRABMSV128F42684C9,1996-06-17
TRABMXO128F145AFE1,1966-03
TRABMZZ128F4249C60,2006-08-29
TRABNAL128F9327309,1994
TRABNDS128F93236DD,1979-03
TRABOEC128F4268D43,1999-05-13
TRABOFS128F429AE4C,1998
TRABOIH128F9300B06,2010
TRABOMA128F9343A21,2010-12-31
TRABOMC128F149BA5A,1988
TRABONE12903CDFFE7,2008-05-13
TRABOOC128F92D2D90,1995
TRABOOL128F426E836,2001-10-23
TRABOPN128F92F6C2B,1974
TRABOTO12903CDF879,2005-10-10
TRABOVH128F427D3B4,2008
TRABOVR12903CA8488,1987-09-28
TRABOWL128F427B697,2005-09-19
TRABOXX128F92F29EB,2007
TRABPAN12903CDCAAD,2005-11-08
TRABPPP128F9320BFF,2005-03-08
TRABPRT128F1495762,1993-01-03
TRABPSU128EF34ACF8,2010-04-21
TRABPUI12903CF22CE,2008-05-23
TRABSEN128F424AA36,1999
TRABSPE128F92EC08F,2009-12-01
TRABUUB128E07872C3,2004-10-25
TRABUUH128F4241346,2005-10-04
TRABUVN128F930633C,2012
TRABVTG128F934AB80,1988
TRABVVT128F931853E,1996-05-15
TRABZAR128F42989E0,2006-05-19
TRABZCL128E0789AED,2005-05-24
TRABZDM128F92FE791,2013-10-31
TRABZFP12903D0945A,2007-12-07
TRABZJE128F4259835,2020-04-15
TRABZMU128F148643C,1994
TRACBUJ128F92F8279,2004
TRACBUY128F1479245,2006-06-13
TRACBWP128C7196948,2020-08-28
TRACBWQ128F92F2B91,2000
TRACBWX128F92FD725,2006-05-05
TRACCZB128F429077B,2009
TRACDAN128F145E37C,1990-04-11
TRACDAS128F92D7304,1974
TRACDUX128F429B303,2000-11-07
TRACDWB128F92C7A17,2012-07-31
TRACDXT128F148248E,2006-05-23
TRACDZX128F42967DC,2003-01-27
TRACEAI12903CDD40B,1999-09-13
TRACEOO128F92CE318,2009-02-18
TRACEPD128F429B0CB,2001
TRACEQC128F92F2E17,1977-07-22
TRACGCT128F42BA91B,2002-05-07
TRACGEI128F9343D35,2009-06-08
TRACGHI128F427EC93,2004-08-30
TRACGHT128F9336DF8,2009-04-07
TRACISV12903D13877,2008
TRACIVX128F4238A63,2010
TRACIYB128F92FE037,1994-06-28
TRACJCZ12903CFD7C7,1987
TRACKAP128F425B741,1977
TRACKKF128F93304AD,2009-03-04
TRACKKU128F92FDFA8,2009-10-26
TRACKOJ128F933AFB0,2008-05-06
TRACKUU12903C9FEF8,2013-02-04
TRACKVZ128F4285793,2007-10-26
TRACKWV128F934B6B0,2006-09-05
TRACKXC128F425E92E,2010-05-28
TRACMHD128F931FB14,2006-06-28
TRACMKU128F4263E6F,2005-04
TRACMMG128F146D705,2015-05-12
TRACMOD128F42817B3,1980
TRACMPN128F42640BD,2006-03-20
TRACMSK128F428FF9B,2007-06-25
TRACMTQ128F92FAD03,1977
TRACMXG12903CA2541,2009-09-14
TRACMYN128F9337909,2003-06-17
TRACNBK128F423277B,1990
TRACNDV12903C9ABA7,1993
TRACOSB128F425574A,2006-09-26
TRACOSS12903CE4724,1992
TRACOST128F427343D,2001-03-03
TRACOST12903CC651E,2006-05-15
TRACPUP128F932A8C9,1996-11-11
TRACPZA128F933A56C,1992-03
TRACQAU128F4284DC7,2018-09-15
TRACRCN128F4255F4E,2007-07-17
TRACRHI12903CF5B31,1997-06
TRACRJP128F425B83C,1998-03-16
TRACTUA128F426AE81,1996
TRACTUH128F92C93A3,2007-08-28
TRACTWC128F9305C8E,2009-10-16
TRACTWW12903CB7550,1995
TRACTYR128EF342120,1996
TRACVNF128F93231EB,2000-10
TRACVSS128E07846A7,1998-09-22
TRACVSU128F933ACAC,2014-10-14
TRACXGH128F931686C,2002
TRACXHD128F92E919B,2002
TRACXKF128F14A530D,2011
TRACXLE128F42AD932,2002-04-29
TRACYJU12903CF8041,2005
TRACYKZ128F4265170,2005-09-06
TRACYLE128F934B260,2003-03-25
TRACYMH12903CA01DF,2010
TRADADG128F1471351,2002
TRADAEI128F93033D3,1995-08-15
TRADCDD128F1494A23,2008
TRADCEE12903CBBB2F,2007-01-30
TRADDAV128F147422C,2006-03-14
TRADDBB128F92DFBE5,2013-03-18
TRADDBK128F1483FF8,2010-08-27
TRADDCI128F42B2621,2014-10-10
TRADDCV128F423BAB0,2013-06-02
TRADDHS128F42B4C6A,2006
TRADEHN128F145FFC6,2000-04
TRADEMK12903CC6382,2005-11-21
TRADEOQ128F4244F6D,2008-08-04
TRADEPB12903CCBAEE,2007-01-22
TRADERQ128F146F17D,2005-09-27
TRADGCE128F428651E,2004-08-31
TRADGCN128F92DDC87,2008-02-22
TRADGGA12903CF760E,2006
TRADGGY128F9307F17,1989-08-24
TRADGIP128E078C6B8,1991-10-15
TRADHKC128F4292001,2010-01-15
TRADHLA128F1492706,2015-11-27
TRADHLD128F4241363,2007-03-13
TRADHLI128F428FEFD,1985
TRADHQV128F145E464,2010-12-22
TRADJAO128F146D76E,2015-05-12
TRADJBZ128F1491A61,1998
TRADKDX128F9320676,2015
TRADKLT128F9304E1D,2007-03-31
TRADKTZ128F9313AC6,2005-05-10
TRADMGV128F92CC8BB,1993-02
TRADMHU128F148D1E4,1985
TRADMIT128F9303350,2013-12-27
TRADMNQ128F14632D8,2012-06-22
TRADMQP128F428AFF0,1997-09-22
TRADNUA128F93385B9,2005
TRADQJM12903D0886B,2000
TRADQLY128F92F0E1C,2008-03-25
TRADQQD12903CB0695,2000-11-20
TRADQQR128F42850C1,2014-03-10
TRADQRY128F935433D,2001
TRADQSY128F425BB59,2004-08-30
TRADRYW12903CAF927,1996
TRADSAP128F42809DF,2004-08
TRADSBS128F930AEEA,2005-11-01
TRADSFQ128F423EC26,1993
TRADSIP12903CE3B35,1993-08-17
TRADUKX128F4246C7C,1999-03-02
TRADUOU12903CF4323,2020-06-19
TRADUQP128F92F8985,2008-04-29
TRADURH128F4285B11,2000-03-27
TRADWLM128F42678B1,1978-04-21
TRADWOB12903C9D1EB,1969
TRADXVV128E07966C0,1985
TRADXYD128F14534F3,2004-11-09
TRADXYV128F933ABAD,2007-02-19
TRADYYF128F1459C8E,2007
TRADZAB128F42693F0,1999-09-21
TRADZEA128F428F346,1996-03-19
TRADZHI128E0789D9C,2005-06-20
TRAEBXV128E07993D3,2005-10-29
TRAEBZC128F424EDDA,2008-05-13
TRAEEJD128F422449A,1994
TRAEEJZ128F92E0A47,2008-03-10
TRAEEMX128E07897A6,2018
TRAEFRB128F9352687,2001-05-22
TRAEFTE128F424E7F0,2007
TRAEFUS12903CC2779,2004
TRAEFXT128F42AEAD8,2009-03-23
TRAEGUI128F933BCC9,2006-11-08
TRAEGUL128E078B0C1,1993-08-17
TRAEGWR128F92E5B76,2009-06-01
TRAEISR128F422BC03,2012
TRAEIUD128F92E5EB2,2008-01-25
TRAEIWS128F92F2469,2001
TRAEIXA128F9320680,1999-10-19
TRAEJZY128F42811CB,2019-08-27
TRAEKCH128F9306454,1997
TRAELXT12903CC6679,2009-10-30
TRAEMBJ12903CCC14A,2008-03-26
TRAEMDH128F146B548,1997
TRAEMDN128F92FA61A,1969-05
TRAEMFO128F42150C3,1972
TRAEMGL128F4266177,1995-11
TRAEMXC128F4287B57,2007-03-23
TRAEMZO12903CC525F,1998
TRAENGX12903CBDFF6,2017
TRAENLH128F427C2E6,2006
TRAEOHW128F42A52D9,2009-04-20
TRAEOLS128F93424D5,1985
TRAEOMS128F4262357,1994-07-19
TRAEPJY128F42621C2,1999-06-15
TRAESDC12903CCEA5E,1990-06-21
TRAESIE128F931C7AA,2009-10-20
TRAESJK128E0792227,2004-11-12
TRAESJT128F9308A09,2007-07-24
TRAESNJ128F4258D4B,1993
TRAESQE128F92D0349,2001-11-13
TRAESQW12903CE46B4,2010-04-12
TRAESRT12903CC70CE,2008-04-01
TRAESSB128F148B71B,1983
TRAESUD12903CA9909,1997
TRAESUO128F92F907A,2012-06-19
TRAETAG128F93385AE,1999
TRAETAX128F14910FF,2012-08-20
TRAETBV128F4236423,2001
TRAEUVH128F422559A,2005
TRAEUWD128F42869E7,1958-09
TRAEVAA128E0793391,2001-03-27
TRAEVGB128F4296CF6,1986
TRAEVHJ128F42599B8,
TRAEVHU128F92D9EA0,1991
TRAEWLE128F428B7D8,1995-05-09
TRAEWLF128F42B1F89,2007-08
TRAEWNP128F92F9BE2,2016-05-06
TRAEWNY128F930C43B,2007-08-24
TRAEXAN128F42838F6,1978-12
TRAEXBU128F4234430,1999-11-02
TRAEXEA128F933C67D,2020-03-06
TRAEYHX128F9359E34,1999-09-07
TRAEYSK12903CB42D3,1981
TRAEYTV12903CBE664,2006-09-05
TRAEYVE128F9326476,2015-03-13
TRAEZFJ128F422A5C0,2006-08-18
TRAEZGA128F428CC15,2002
TRAEZIU12903CD63A8,2010
TRAEZJR128F92EC015,2003-02-21
TRAFBVU128F426B3F6,1988
TRAFBXD128F42795C0,2008-02-01
TRAFBXM128F4277AC5,2008-08-18
TRAFCEO128F428955D,2013-03-10
TRAFDZB128F4257486,2001-05-20
TRAFDZB128F42868AA,1991
TRAFEEO12903CFEC87,2008-02-22
TRAFENJ128F427738F,1996-06-25
TRAFEPC128F4237505,2009
TRAFEPZ128F42902A8,2007-11-05
TRAFERD128F428B76A,2016-06-01
TRAFFVN128F4288E46,2008-10-14
TRAFFVO128F425F27E,2003-08-29
TRAFFYP128F92E4274,2009
TRAFGCS128F4270F65,2015-05-18
TRAFGYR128F930F410,2019-07-12
TRAFHAN128F42584FD,2004
TRAFHEV128F4260C6F,2008-01-15
TRAFJVH128F42BC25E,2000-04
TRAFLVL128F4281CFE,2011-11-11
TRAFLVT128F1469F88,2020-06-26
TRAFLZY128F148959F,2012-01-20
TRAFNUQ128E078B069,2002-09-30
TRAFOIV128F93420A5,2017-05-03
TRAFOKY128F4276D91,2000-01-14
TRAFOKY128F92ED751,2008-11-18
TRAFPJN128F4273B6F,2004-02-02
TRAFPKU128F9304FAC,2019-09-20
TRAFPNB128F9311838,2007-10-12
TRAFRKU128F933CE16,2010-08-02
TRAFRLW128F4250881,2007
TRAFRSI128F92DFFAF,2005-10-31
TRAFTMA128F933A3D7,2010-04-20
TRAFTOE12903CF3F5E,2009
TRAFTTX128F423B397,2004
TRAFTUU12903CFE8EC,2010-01-25
TRAFUAR128E0782DA6,2012-03-12
TRAFUBQ128F92EB825,1987-09-22
TRAFUHQ128F9342C01,2006
TRAFVDA128F42B14D7,2017-06-16
TRAFVDO12903CBD9E7,2002-10-01
TRAFVDV128F42936BA,1970
TRAFVFB128F42AD0C9,2015
TRAFVWS128F92EC59F,2005-10-04
TRAFVYM128F425849F,2020-04-24
TRAFWDK128F92EE852,1980-04-17
TRAFWEV128F428D391,1998-02-05
TRAFWLB128F92EE3C6,2008-10-14
TRAFWRG128F4295089,2012-10-25
TRAFYFX128F4222723,2005
TRAFYGA128F425A92C,1986
TRAFYGO128F42727E7,2003-03-10
TRAFZML128F149CB52,2005
TRAFZMP12903CE99FB,1994
TRAFZPZ128F42309BF,2003
TRAFZRL128F428E465,2010-03-15
TRAFZVF128F932FC05,2013
TRAFZVG128F42A2979,2007-07-09
TRAFZXS128F42531C2,2016-05-06
TRAGANK128F428A5CD,1998-06-29
TRAGAPU12903CF34A7,2005
TRAGAVF128F424829B,1983
TRAGAWT128F14661B3,2009-07-28
TRAGBDJ12903C9892A,2010-09-07
TRAGBHV128F4295074,2000-03-28
TRAGBKX128F933D52D,1995
TRAGBND128F92FC400,2000-03-10
TRAGBOR128F92E1064,2009-04-20
TRAGBRH128F422B45D,2005-11-26
TRAGBSW128F146963D,1992-10-06
TRAGBYK12903CD6F5E,1997-03-29
TRAGBZV128F423EAFE,1995-10-16
TRAGCBW12903CEA424,2013
TRAGCCI128F930AB62,2005-10-21
TRAGCFB12903CD607B,2009-10-20
TRAGCFQ128F930865E,2005-08-22
TRAGCIK12903CC5CD8,1999-12-07
TRAGCKG128E07876F8,1975
TRAGCKT128F147C8D2,2001-11
TRAGCMT128F9347E88,2001-10-05
TRAGCOD128F931137B,1998
TRAGCTZ128F4290974,1994
TRAGDBZ128F4224634,2008
TRAGDCN128F92F9050,1988
TRAGDEA128F4279040,1985
TRAGEMQ128F149EAC7,2009
TRAGFYX128F427E109,1999-05-17
TRAGFZR128F426A314,2006-03-10
TRAGGAG128F1452C30,1987-11
TRAGGRH128F92FBC96,2006-05-01
TRAGGVS128F4250CE8,2002-02-01
TRAGGZJ128F42890F2,2018-10-26
TRAGHDU128F426880A,
TRAGHDW128E078A83F,2002
TRAGHHF12903CA6B27,2001-11-20
TRAGHJE128F932A553,2009-01-26
TRAGHJX128F426F76F,2013-11-01
TRAGHLS12903CEFDE8,1997-11-19
TRAGHQB128F92E32FD,2005-10-04
TRAGHSR128F4233470,2007-07-27
TRAGIAK128F14AC977,1999
TRAGIAQ128E07964FF,2018-09-01
TRAGIHU128F42AAA0F,2002-12-15
TRAGIHZ12903CD2CBD,1982-04-17
TRAGIQS12903CE80A5,1996-11-12
TRAGISI128EF3440FE,2007-03-26
TRAGJDF12903CA1647,2003
TRAGJDN128F425A7D9,2003-11-24
TRAGKUI128F92F4698,1999-04-26
TRAGKVL12903CF2D4C,2007-07-03
TRAGKXD128F930A916,2011-09-26
TRAGLVQ128F1459ECA,2015-05-11
TRAGLZM128F931C995,2001
TRAGNAX128F9313AE8,2004-03-29
TRAGNDA128F425C197,2008
TRAGNDY128F4240C08,2008
TRAGOFJ128F92E2D66,2006
TRAGOKF128E078E6F8,2005-06-27
TRAGOKM128F93326D3,2012
TRAGOQG128F429D88B,1981
TRAGOVG128F42A963D,1999-11-16
TRAGOWK12903CCCE78,2010-11-16
TRAGOWY128F4263756,2003-10-17
TRAGPAF128EF34542A,2007-04-09
TRAGQNC128F428CF39,1998-05-26
TRAGQQK128F42561AB,2007
TRAGQQM128F9352E44,2007-09
TRAGQSM128F1468ECD,1994-09-06
TRAGRTB128F145AE3B,1995
TRAGRVE128F42309B8,2008
TRAGRVL128E07859AF,2004-06
TRAGTNK128F14732E1,2001
TRAGTVB128F42AE023,2006-04-25
TRAGVCJ128F428CB5F,2010-06-01
TRAGVFK128F145C01A,1985
TRAGVHG12903CEFC62,1989
TRAGVLP128F4277230,2002-01-22
TRAGVMH128F423DA45,2002-07-28
TRAGXNU128F932C7D8,2007-04
TRAGXSG12903CE9689,2003
TRAGXUZ128F9311745,2008-10-24
TRAGXXO128F425BC9F,2004-09-21
TRAGZTX128F92F5708,2020
TRAGZWP128F9344227,2005-08-24
TRAGZWZ128F14A5AA1,2007-02-20
TRAGZXB128F4288D88,2009-08-25
TRAHACZ128F145B2F1,1968-10
TRAHAIW12903CA8B63,2009-01-27
TRAHAJA128F92F15C9,1994
TRAHALD128F427D229,2006-05-17
TRAHAOV128F92F145F,2008-05-24
TRAHASJ128F42133ED,2014-10-20
TRAHATV128F42693C3,2016
TRAHAUA12903CF5EB0,2008-11
TRAHBBS128F92CFBDC,2008-10-10
TRAHBGZ128F42675F4,1990-06-30
TRAHCAM12903CA8A54,2012
TRAHCBD128F9336A3E,2004
TRAHCBR128F92FACF2,1998
TRAHCDM128F148D60C,2003-11-04
TRAHCHN128F4276D58,2001-10
TRAHCJW128F4277F94,2004-06-01
TRAHCKS128F42A8075,1963
TRAHCLF128EF36270C,2002-01-15
TRAHCLZ128F14A58C1,2013-10-09
TRAHCNT128F1499FE3,2015-08-07
TRAHCRI128F4255C6E,2000-09-12
TRAHCRY128F92E3890,1998
TRAHCSL128F4264242,2006
TRAHCUP128F9352ED1,2009-03-20
TRAHCVC128F146373C,1975
TRAHCVT128F4282806,2001
TRAHCXF128F422A4FB,2004-12-27
TRAHCYK128F4256858,1999
TRAHDAF128EF343C32,2003-10-13
TRAHDBM128F423778D,1990
TRAHDCE128F9341DD6,2008-12-08
TRAHDCI128F9337CCC,2002-03-19
TRAHEQC128F42153D6,1995
TRAHEZV128F427738D,2018-04-21
TRAHFAH12903CA7F20,1999
TRAHFBG12903CBB6E1,1966-08-15
TRAHFCR128F422A375,2002-11
TRAHFHR12903CCCAF8,2006-09-18
TRAHFOR128F4284B75,2016
TRAHFUR128F4294277,2013-08-30
TRAHFWB128F93030C5,2002-04-16
TRAHIPV128F145AA7F,1989
TRAHISX128F42891C1,2008
TRAHIVM128F4246B94,2007-03-23
TRAHKPI12903CAE05E,2000
TRAHKQF128F92EBAD9,1999-01-12
TRAHKWF128F421B638,2003-06-02
TRAHLCL128F930ECFF,2014
TRAHLGU128F1467351,1986-11
TRAHLIF128F92E9CCF,2004-08-24
TRAHLLY128F42A71DB,1993
TRAHMIT12903CC6F3A,1973-01-01
TRAHMIV128F14693DC,2001
TRAHMJL128F933C12F,2001-03-10
TRAHMJX128F4267478,1998-04
TRAHMKH128F425105B,2006-08-22
TRAHMKN128F42589B7,2012-05-03
TRAHNSN128F934DF27,2010-10-25
TRAHOCA128F92CA4B8,1991-02-14
TRAHOGS12903D0A074,2015-11-20
TRAHQHB128F92F0EC8,2017-12-15
TRAHQJP12903CF4709,2007-10-08
TRAHSNT12903CAA8C1,2012-11-15
TRAHSQL128F4288AC7,2007
TRAHTZC128F4228E49,2008
TRAHTZN128F421A41F,2009-02-17
TRAHUAI128F92EFAA7,2004
TRAHUCC128F9325C55,2009-04-09
TRAHUCZ128C7196C2B,1996
TRAHUFT128F429ADCC,2006
TRAHVFA128F146B3A8,1998
TRAHVFF12903D0266E,1995
TRAHVFP128F429A67B,2001-09-25
TRAHVWB128F9308FB0,1985
TRAHVWT128F148D428,1990-12-18
TRAHVXE128F9339BAD,2008-07-04
TRAHVYK128F426C1BE,1968
TRAHVZW128F146477A,2002-04-30
TRAHWNC128F428E2B9,2008-04-08
TRAHWSF128F934B190,1988
TRAHXEF128F9331943,2014
TRAHZAP128E0791C2E,2001-06-05
TRAHZAT128EF33EF50,1997-10-17
TRAHZFB12903CC2645,1995-10-27
TRAHZGV128F4266B50,2002-11-12
TRAIAJU128F42581EF,2003-10-27
TRAIARU128F148F75B,2010-03
TRAIASF128F423DC09,2008-01-29
TRAIATD128F9331CD6,1994-08-30
TRAIAZV12903D09F98,2008-05-13
TRAIBAI128F92E4FF8,2007-01-11
TRAIBAU128F424815B,
TRAICCY128F92D9396,2009
TRAICJQ12903CF2681,2006-01-30
TRAICJY128F92C3FF2,2012
TRAICLY128F934B495,2004-04-19
TRAICNC128F932CE99,2003-01-23
TRAICXV128F4214FE8,1989-03-20
TRAIDBY12903CA721A,2005-09-13
TRAIDEW12903CD3FF1,2015-07-06
TRAIDFG128F424CF6B,2003-03
TRAIEII12903CCC2FF,2008-11-26
TRAIEIM128F4253EFD,2003-02-03
TRAIFPX128F42A389E,2011-01-02
TRAIFSM128F42722F1,2007-05-22
TRAIFTQ128F4250EF2,2007-06-22
TRAIHJI128F42903AA,2003-09-22
TRAIHNX128F4231977,2001
TRAIHRM128F145E7D9,2002-06-03
TRAIKJC12903CFCCDE,
TRAIKJH12903CB471C,1992-02-24
TRAIKKB128F935571F,
TRAIMKD128F145684B,1997-04-22
TRAIMNS128E078CB06,1972
TRAIMPJ128F931B83C,
TRAIMQX128F92F3149,2002-11-20
TRAIMXI128F424A416,2009
TRAINAX128F148B3D6,1988
TRAINIF128F426416B,2009-10-05
TRAINJB12903CCA2DB,2003
TRAINJJ12903D04821,2021-02-05
TRAIOHC128F92EA983,1989
TRAIOKK128F4274A21,2001-05-21
TRAIOOP128F427E858,1996
TRAIORV128E0783A39,2003
TRAIQMW128E07854BD,1988-01-01
TRAIQNF128F428386A,2010
TRAIQTP128F934A125,
TRAISYQ12903CFDF48,2001
TRAISYU128F427F486,2000
TRAISZK12903CEAB08,2003
TRAITCK128F92FA0C9,2004-09-13
TRAIUYZ128F425BD2F,2004-02
TRAIVFJ128F4293813,1996-10-01
TRAIVMJ12903CE8273,2016-05-06
TRAIVMM128F4266056,1995-06-21
TRAIWZZ128F9306AFF,1984
TRAIXAD128F93441B2,2006
TRAIZAJ128F428B4DB,2004
TRAIZDC128F4234A3F,
TRAJAPH128F4271357,2008
TRAJARO128F4271F20,2005-11-15
TRAJARX128F425EE80,2003-03-25
TRAJASU12903CFA20E,2011-03-15
TRAJAUK128F92DD6E8,2012-03-06
TRAJBZY128F42A4C7F,2005-07-26
TRAJCIR128F146ABA7,2000-02-15
TRAJCKM128F14900F6,1992-08-27
TRAJCMW128F4277B55,2001-09-11
TRAJEBH12903CE73F4,2004-11
TRAJEBQ128F146E00E,2005-06-28
TRAJECJ12903CB1217,2004
TRAJEIF128F93250DD,2009-09-29
TRAJELC128F42785EA,2012-04-07
TRAJEPO12903CE3BE1,2006
TRAJHDR128F92FA863,2003
TRAJHEE12903CB937A,1995
TRAJHHE128F146815C,2009
TRAJHHH128F932B5E4,2007-07-15
TRAJHKA12903D04046,1995-05-15
TRAJHKI128F428FE89,1991-02
TRAJHMI12903CE736B,1994-01
TRAJHNE128F427D43E,2002
TRAJHRM128F427D825,2006
TRAJHSD128F4284B09,1999-08-27
TRAJHUG128F428C3DD,2004
TRAJHUH128F92E7535,2014-05-13
TRAJHVJ128F1455849,2014-01-18
TRAJHYF128F1451DDF,2001
TRAJIBZ128F92F2072,2017-01-01
TRAJJYZ128F92F1AA2,2004
TRAJJZL128E078115F,2004-09-13
TRAJMEJ128F4216F3D,2000-08-08
TRAJMEL128F4262B4A,1991
TRAJNTA12903CA7289,1986
TRAJNWY128E078907F,2019-02-04
TRAJNYK128F92E22C2,2008-05-19
TRAJOBF128F93354E2,2000
TRAJOFW128F148AEAD,1992-10-01
TRAJOIH128F14B08F7,1977-02-05
TRAJOJM128F42937F6,1998-09-29
TRAJONO12903CEEE7D,1998
TRAJOTJ128F428CEF5,1994
TRAJOTS12903CAC6B9,2014-05-05
TRAJOVO12903CDF174,1987-12-02
TRAJPAP128F9337623,2007-10-23
TRAJPDY128F14A5A6B,2008-04-28
TRAJPEI12903CEFDF5,1997-11-19
